AGE	AGE_LABEL	AGE_HIERARCHY	AGE_PARENT	SEX	SEX_LABEL	SEX_HIERARCHY	TIME	ICD10_HIERARCHY	ICD10_PARENT	ICD10	ICD10_LABEL	Organ	Nb_death	Pop	Death_Rate	x	y	Sum_death_in_cat
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	0.0	406142	0	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	74.0	418768	0.176708822	240	515	74.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	67.0	417340	0.160540566	240	515	67.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	63.0	414131	0.152125777	240	515	63.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	64.0	391759	0.163365743	240	515	64.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	58.0	403793	0.143637953	240	515	58.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	58.0	417595	0.138890552	240	515	58.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	59.0	422967	0.139490788	240	515	60.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	51.0	418571	0.121843128	240	515	51.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	25.0	411495	0.06075408	240	515	26.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	41.0	410467	0.099886227	240	515	42.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	37.0	407841	0.090721629	240	515	37.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	40.0	387933	0.103110589	240	515	40.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	33.0	396331	0.083263737	240	515	33.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	37.0	408308	0.090617867	240	515	37.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	25.0	411931	0.060689776	240	515	25.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	G_H	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	Nervous system	24.0	406142	0.059092633	240	515	24.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	G_H	G20	Parkinson disease	Nervous system	0.0	418768	0	240	515	74.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	G_H	G20	Parkinson disease	Nervous system	0.0	417340	0	240	515	67.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	G_H	G20	Parkinson disease	Nervous system	0.0	414131	0	240	515	63.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	G_H	G20	Parkinson disease	Nervous system	0.0	391759	0	240	515	64.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	G_H	G20	Parkinson disease	Nervous system	0.0	403793	0	240	515	58.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	G_H	G20	Parkinson disease	Nervous system	0.0	417595	0	240	515	58.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	G_H	G20	Parkinson disease	Nervous system	1.0	422967	0.002364251	240	515	60.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	G_H	G20	Parkinson disease	Nervous system	0.0	418571	0	240	515	51.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	G_H	G20	Parkinson disease	Nervous system	0.0	411495	0	240	515	26.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	G_H	G20	Parkinson disease	Nervous system	1.0	410467	0.002436249	240	515	42.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	G_H	G20	Parkinson disease	Nervous system	0.0	407841	0	240	515	37.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	G_H	G20	Parkinson disease	Nervous system	0.0	387933	0	240	515	40.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	G_H	G20	Parkinson disease	Nervous system	0.0	396331	0	240	515	33.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	G_H	G20	Parkinson disease	Nervous system	0.0	408308	0	240	515	37.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	G_H	G20	Parkinson disease	Nervous system	0.0	411931	0	240	515	25.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	G_H	G20	Parkinson disease	Nervous system	0.0	406142	0	240	515	24.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	G_H	G30	Alzheimer disease	Nervous system	0.0	418768	0	240	515	74.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	G_H	G30	Alzheimer disease	Nervous system	0.0	417340	0	240	515	67.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	G_H	G30	Alzheimer disease	Nervous system	0.0	414131	0	240	515	63.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	G_H	G30	Alzheimer disease	Nervous system	0.0	391759	0	240	515	64.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	G_H	G30	Alzheimer disease	Nervous system	0.0	403793	0	240	515	58.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	G_H	G30	Alzheimer disease	Nervous system	0.0	417595	0	240	515	58.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	G_H	G30	Alzheimer disease	Nervous system	0.0	422967	0	240	515	60.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	G_H	G30	Alzheimer disease	Nervous system	0.0	418571	0	240	515	51.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	G_H	G30	Alzheimer disease	Nervous system	1.0	411495	0.002430163	240	515	26.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	G_H	G30	Alzheimer disease	Nervous system	0.0	410467	0	240	515	42.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	G_H	G30	Alzheimer disease	Nervous system	0.0	407841	0	240	515	37.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	G_H	G30	Alzheimer disease	Nervous system	0.0	387933	0	240	515	40.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	G_H	G30	Alzheimer disease	Nervous system	0.0	396331	0	240	515	33.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	G_H	G30	Alzheimer disease	Nervous system	0.0	408308	0	240	515	37.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	G_H	G30	Alzheimer disease	Nervous system	0.0	411931	0	240	515	25.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	G_H	G30	Alzheimer disease	Nervous system	0.0	406142	0	240	515	24.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	10.0	418768	0.023879571	230	300	10.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	17.0	417340	0.040734174	230	300	17.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	6.0	414131	0.014488169	230	300	6.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	9.0	391759	0.022973308	230	300	9.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	4.0	403793	0.009906066	230	300	4.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	10.0	417595	0.023946647	230	300	10.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	14.0	422967	0.033099509	230	300	14.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	7.0	418571	0.016723567	230	300	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	14.0	411495	0.034022285	230	300	14.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	10.0	410467	0.024362494	230	300	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	7.0	407841	0.017163551	230	300	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	14.0	387933	0.036088706	230	300	14.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	9.0	396331	0.022708292	230	300	9.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	15.0	408308	0.036736973	230	300	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	9.0	411931	0.021848319	230	300	9.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	I	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	Circulatory system	12.0	406142	0.029546316	230	300	12.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	418768	0	290	450	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	417340	0	290	450	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	1.0	414131	0.002414695	290	450	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	391759	0	290	450	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	1.0	403793	0.002476516	290	450	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	417595	0	290	450	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	2.0	422967	0.004728501	290	450	43.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	418571	0	290	450	42.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	411495	0	290	450	13.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	410467	0	290	450	26.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	407841	0	290	450	6.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	387933	0	290	450	17.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	396331	0	290	450	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	1.0	408308	0.002449132	290	450	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	411931	0	290	450	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	I	I20_I23-I25	Other ischaemic heart diseases	Heart	0.0	406142	0	290	450	12.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	0.0	418768	0	290	450	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	3.0	417340	0.007188384	290	450	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	2.0	414131	0.00482939	290	450	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	5.0	391759	0.012762949	290	450	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	1.0	403793	0.002476516	290	450	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	1.0	417595	0.002394665	290	450	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	5.0	422967	0.011821253	290	450	43.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	5.0	418571	0.011945405	290	450	42.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	3.0	411495	0.00729049	290	450	13.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	3.0	410467	0.007308748	290	450	26.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	0.0	407841	0	290	450	6.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	0.0	387933	0	290	450	17.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	0.0	396331	0	290	450	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	0.0	408308	0	290	450	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	1.0	411931	0.002427591	290	450	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	I	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	Heart	1.0	406142	0.002462193	290	450	12.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	I	I30-I51	Other heart diseases	Heart	27.0	418768	0.06447484	290	450	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	I	I30-I51	Other heart diseases	Heart	29.0	417340	0.069487708	290	450	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	I	I30-I51	Other heart diseases	Heart	26.0	414131	0.062782067	290	450	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	I	I30-I51	Other heart diseases	Heart	22.0	391759	0.056156974	290	450	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	I	I30-I51	Other heart diseases	Heart	30.0	403793	0.074295493	290	450	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	I	I30-I51	Other heart diseases	Heart	24.0	417595	0.057471952	290	450	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	I	I30-I51	Other heart diseases	Heart	36.0	422967	0.085113023	290	450	43.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	I	I30-I51	Other heart diseases	Heart	37.0	418571	0.088395995	290	450	42.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	I	I30-I51	Other heart diseases	Heart	10.0	411495	0.024301632	290	450	13.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	I	I30-I51	Other heart diseases	Heart	23.0	410467	0.056033737	290	450	26.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	I	I30-I51	Other heart diseases	Heart	6.0	407841	0.014711616	290	450	6.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	I	I30-I51	Other heart diseases	Heart	17.0	387933	0.043822	290	450	17.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	I	I30-I51	Other heart diseases	Heart	11.0	396331	0.027754579	290	450	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	I	I30-I51	Other heart diseases	Heart	14.0	408308	0.034287842	290	450	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	I	I30-I51	Other heart diseases	Heart	6.0	411931	0.014565546	290	450	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	I	I30-I51	Other heart diseases	Heart	11.0	406142	0.027084123	290	450	12.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	I	I60-I69	Cerebrovascular diseases	Digestive System	20.0	418768	0.047759141	278	380	26.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	I	I60-I69	Cerebrovascular diseases	Digestive System	15.0	417340	0.035941918	278	380	19.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	I	I60-I69	Cerebrovascular diseases	Digestive System	24.0	414131	0.057952677	278	380	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	I	I60-I69	Cerebrovascular diseases	Digestive System	20.0	391759	0.051051795	278	380	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	I	I60-I69	Cerebrovascular diseases	Digestive System	9.0	403793	0.022288648	278	380	22.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	I	I60-I69	Cerebrovascular diseases	Digestive System	16.0	417595	0.038314635	278	380	31.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	I	I60-I69	Cerebrovascular diseases	Digestive System	12.0	422967	0.028371008	278	380	20.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	I	I60-I69	Cerebrovascular diseases	Digestive System	17.0	418571	0.040614376	278	380	32.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	I	I60-I69	Cerebrovascular diseases	Digestive System	9.0	411495	0.021871469	278	380	14.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	I	I60-I69	Cerebrovascular diseases	Digestive System	9.0	410467	0.021926245	278	380	16.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	I	I60-I69	Cerebrovascular diseases	Digestive System	8.0	407841	0.019615487	278	380	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	I	I60-I69	Cerebrovascular diseases	Digestive System	6.0	387933	0.015466588	278	380	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	I	I60-I69	Cerebrovascular diseases	Digestive System	16.0	396331	0.040370297	278	380	30.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	I	I60-I69	Cerebrovascular diseases	Digestive System	11.0	408308	0.026940447	278	380	17.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	I	I60-I69	Cerebrovascular diseases	Digestive System	4.0	411931	0.009710364	278	380	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	I	I60-I69	Cerebrovascular diseases	Digestive System	7.0	406142	0.017235351	278	380	12.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	8.0	418768	0.019103656	230	460	31.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	7.0	417340	0.016772895	230	460	33.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	10.0	414131	0.024146949	230	460	26.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	9.0	391759	0.022973308	230	460	28.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	13.0	403793	0.032194714	230	460	34.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	11.0	417595	0.026341312	230	460	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	7.0	422967	0.016549754	230	460	34.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	10.0	418571	0.023890809	230	460	28.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	7.0	411495	0.017011142	230	460	19.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	4.0	410467	0.009744998	230	460	22.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	10.0	407841	0.024519359	230	460	23.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	J	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	Lung	3.0	387933	0.007733294	230	460	12.0
